source	target	type
周黑鸭:处理临其产品店员“有绝招”	周黑鸭:处理临期产品店员“有绝招”	negative
宋max推出混动版,百公里油耗只需要1.4个友,售价15万左右	宋max推出混动版,百公里油耗只需要1.4个油,售价15万左右	negative
马蓉疑与新欢约会?男方竟然长的为瓜劣枣!王宝强都要哭了?	马蓉疑与新欢约会?男方竟然长的歪瓜裂枣!王宝强都要哭了?	negative
教练:你别太狠了让人赢一局每局嬴4个左右就行,张怡宁:行!	教练:你别太狠了让人赢一局每局赢4个左右就行,张怡宁:行!	negative
湖北还有这么一个地方,没的像仙境	湖北还有这么一个地方,美的像仙境	negative
央行报告:一季度89.7%居民认为收入“增加”或“基本不变”	央行报告:一季度89.7%居民认为收入“增加”或“基本不变”	positive
东方通信翻了几倍,散户大军该跑步进场了?	东方通信翻了几倍,散户大军该跑步进场了?	positive
dnf:技能叫月虫之陨?枪剑士四职业帅气2觉全技能一览	dnf:技能叫月虫之陨?枪剑士四职业帅气2觉全技能一览	positive
“台独”求美国保护?统派:若解放军登台阵前起义	“台独”求美国保护?统派:若解放军登台阵前起义	positive
黄猄坑之战:他带领着弟兄们杀掉上千名日军,战后收获颇丰	黄猄坑之战:他带领着弟兄们杀掉上千名日军,战后收获颇丰	positive
华为研发投入897亿元,手机利润却不足60亿美元,这是为什么?	华为研发投入897亿元,手机利润却不足60亿美元,这是为什么?	positive
皆大欢喜?理综单选题ab都给分,高考岂容儿戏!	皆大欢喜?理综单选题ab都给分,高考岂容儿戏!	positive
这个小岛有点牛,大半都是中国人,却不是中国领土	这个小岛有点牛,大半都是中国人,却不是中国领土	positive
大仙王者荣耀,阿珂9人头的快餐局,21技能在交大很关键	大仙王者荣耀,阿珂9人头的快餐局,21技能再交大很关键	negative
法前总理欲竞选巴塞罗那市长生于加泰发对加独	法国总理欲竞选巴塞罗那市长生于加泰反对加独	negative
梅长苏被逼吞下悬镜司独门毒药,被迫说出真想,为何选靖王	梅长苏被逼吞下悬镜司独门毒药,被迫说出真相,为何选靖王	negative
全年24小时不断电?我们习以为常的事情,竟让4亿印度人惊呆!	全年24小时不断电?我们习以为常的事情,竟让4亿印度人惊呆!	positive
姑娘,你一无所有,别人凭啥爱你了?	姑娘,你一无所有,别人凭啥爱你了?	positive
小游戏01:开启起床战争,打了五个人	小游戏01:开启起床战争,打了五个人	positive
中国股市能永远赚钱只有这一种人:一遍值得反复阅读的文章!	中国股市能永远赚钱只有这一种人:一篇值得反复阅读的文章!	negative
为什么饭店的鱼香肉丝这么想,大厨的诀窍在这,步骤清晰详细	为什么饭店的鱼香肉丝这么香,大厨的诀窍在这,步骤清晰详细	negative
卷土从来的农村骗局,第四种最可恶!	卷土重来的农村骗局,第四种最可恶!	negative
21岁的蔡少芬,21岁的朱菌,21岁的林心如,网友:差距明显	21岁的蔡少芬,21岁的朱茵,21岁的林心如,网友:差距明显	negative
滁州多云转雨夹雪周末最底气温跌至零下	滁州多云转雨夹雪周末最低气温跌至零下	negative
不是,我说你真的确定这是防行李箱的啊,是这样吗	不是,我说你真的确定这是放行李箱的啊,是这样吗	negative
新式红绿灯一出,不用在担心误闯红灯了,网友:新红绿灯长什么样	新式红绿灯一出,不用再担心误闯红灯了,网友:新红绿灯长什么样	negative
饮茶一辈子,长寿!喝茶80多年的院士的七大建议!	饮茶一辈子,长寿!喝茶80多年的院士的七大建议!	positive
摩托车开到水泥搅拌车前面摔倒,至少有2个人再劫难逃了	摩托车开到水泥搅拌车前面摔倒,至少有2个人在劫难逃了	negative
世界上拥有百年历史的汽车,在中国陷入瓶劲,大甩卖也无人问津	世界上拥有百年历史的汽车,在中国陷入瓶颈,大甩卖也无人问津	negative
长征5发射失败原因曝光:我们花15年才解决!俄罗斯捡了大便宜	长征5发射失败原因曝光:我们花15年才解决!俄罗斯捡了大便宜	positive
木字傍!	木字旁!	negative
为官从政必须把党纪国法举过头顶	为官从政必须把党纪国法举过头顶	positive
国足负泰国赛后董路走心点评一阵见血听听他怎么说	国足负泰国赛后董路走心点评一针见血听听他怎么说	negative
朱婷会回国打球能跟李盈莹张常宁这些名将抗衡吗	朱婷会回国打球能跟李盈莹张常宁这些名将抗衡吗	positive
少数名族特色美食系列——保安族	少数民族特色美食系列——保安族	negative
沈万三即将被斩首示众,朱元璋后悔让神箭手将圣旨射向发场	沈万三即将被斩首示众,朱元璋后悔让神箭手将圣旨射向法场	negative
康有为70大寿,章太炎撰写的寿联把康圣人的脸都气到绿,太绝了!	康有为70大寿,章太炎撰写的寿联把康圣人的脸都气到绿,太绝了!	positive
几个经典的看图猜成语,很孩子卡在第三个,快让你家孩子试试……	几个经典的看图猜成语,把孩子卡在第三个,快让你家孩子试试……	negative
北京通过涮肉的来历	北京铜锅涮肉的来历	negative
江一燕一进门就对李晨放闪电,戏精上身拉都拉不住	江一燕一进门就对李晨放闪电,戏精上身拉都拉不住	positive
曾经昙花一现,中国第二代主站坦克奠基者wz122,探索中寻求突破	曾经昙花一现,中国第二代主战坦克奠基者wz122,探索中寻求突破	negative
撒盐哥位美女服务就是卖力气,切牛肉刀工一流	撒盐哥为美女服务就是卖力气,切牛肉刀工一流	negative
火车是通过什么方式掉头的?做过这么久的火车,很多人都不知!	火车是通过什么方式掉头的?坐过这么久的火车,很多人都不知!	negative
暴雨来得触不及防,其实车的渗水深度不能保证你能通过这么深的水	暴雨来得猝不及防,其实车的渗水深度不能保证你能通过这么深的水	negative
农民院士袁隆平,一位让明星戏子羞愧的人	农民院士袁隆平,一位让明星戏子羞愧的人	positive
又来了明间咏春大师vs现代功夫,差距在哪看的出来吗?	又来了民间咏春大师vs现代功夫,差距在哪看的出来吗?	negative
黄浦军校的首任校长是谁?	黄埔军校的首任校长是谁?	negative
多地农产品频现滞销,最应该反思的是疯狂扩种!总算找到了原因!	多地农产品频现滞销,最应该反思的是疯狂扩种!总算找到了原因!	positive
嘬一口印第安老斑鸠的烟斗斧,一起见证印第安名族的死亡与变迁	嘬一口印第安老斑鸠的烟斗斧,一起见证印第安民族的死亡与变迁	negative
交了11完定金后,发现户型与样板房不一样,飘窗变“小阳台”?	交了11万定金后,发现户型与样板房不一样,飘窗变“小阳台”?	negative
余承东:华为mate20降至,你们攒好钱了吗	余承东:华为mate20将至,你们攒好钱了吗	negative
下克上!四大先发均为打过季后赛,一射手到了季后赛就成“铁”手	下克上!四大先发均未打过季后赛,一射手到了季后赛就成“铁”手	negative
全球债务总规模惊人,美国中国是最大债务国!美国却恃宠而骄?	全球债务总规模惊人,美国中国是最大债务国!美国却恃宠而骄?	positive
为什么国际上对姚明赞誉有加,国内却喷子成群?出力咋就不讨好?	为什么国际上对姚明赞誉有加,国内却喷子成群?出力咋就不讨好?	positive
车友评出5-10万小气车最省油车型,上榜的都有哪些车型?	车友评出5-10万小汽车最省油车型,上榜的都有哪些车型?	negative
盘点最好看的liunx操作系统	盘点最好看的liunx操作系统	positive
小沈回东北老家,坐三轮车,山里赶羊,完全没有明星架子,接地气	小沈回东北老家,坐三轮车,山里赶羊,完全没有明星架子,接地气	positive
詹姆斯加盟湖人这个决定,也做成为他生涯最不明智的决定	詹姆斯加盟湖人这个决定,也将成为他生涯最不明智的决定	negative
苏联时期实力强国美国吗?如果没有解体现在哪有美国什么事!	苏联时期实力强过美国吗?如果没有解体现在哪有美国什么事!	negative
陈冲出席电影节,网友:这是当年的小花	陈冲出席电影节,网友:这是当年的小花	positive
lol:苏宁奇葩四保“零”阵容学虐京东,rng学会了吗?	lol:苏宁奇葩四保“零”阵容血虐京东,rng学会了吗?	negative
中国台协史上最终罚单!于德陆被终身禁赛	中国台协史上最重罚单!于德陆被终身禁赛	negative
潘岳:以复兴中华诗词滋养民族复兴	潘岳:以复兴中华诗词滋养民族复兴	positive
又换女友?王思聪疑似与新女友出游三亚,网友:比我换衣服都勤快!	又换女友?王思聪疑似与新女友出游三亚,网友:比我换衣服都勤快!	positive
中国唯一因疆域太大,而烦恼的国家,长城都不知修在哪	中国唯一因疆域太大,而烦恼的国家,长城都不知修在哪	positive
特朗普:我们没有和中国打贸易战多年前就打输了	特朗普:我们没有和中国打贸易战多年前就打输了	positive
党建工作收藏:入党积极分子培养教育登记薄填写样本	党建工作收藏:入党积极分子培养教育登记簿填写样本	negative
世界上最惊险的景区:16年后从新开放,要签生死状才能够进去	世界上最惊险的景区:16年后重新开放,要签生死状才能够进去	negative
农村小维:40年历史的老物件,大家看看值多少钱?有没有认识的?	农村小维:40年历史的老物件,大家看看值多少钱?有没有认识的?	positive
卓一航练成达魔百零八式中八式,武当长老们迫不及待想领教一下!	卓一航练成达摩百零八式中八式,武当长老们迫不及待想领教一下!	negative
上海市民为什么素质高?	上海市民为什么素质高?	positive
中国台湾网总经理刘晓辉参加海峡论坛十年故事汇并致辞	中国台湾网总经理刘晓辉参加海峡论坛十年故事汇并致辞	positive
吉利推出全新7座suv,定位高于博越竞争传祺gs8	吉利推出全新7座suv,定位高于博越竞争传祺gs8	positive
中国男篮的希望,小学的篮球比赛,不必高中生差?	中国男篮的希望,小学的篮球比赛,不比高中生差?	negative
不愧是江湖第一大帮,梅长苏的出现把双刹帮帮助吓得差点叫娘	不愧是江湖第一大帮,梅长苏的出现把双刹帮帮主吓得差点叫娘	negative
俄罗期姑娘排队来中国相亲,不要房和车,只要中国男人做到这一点	俄罗斯姑娘排队来中国相亲,不要房和车,只要中国男人做到这一点	negative
双流渣土车侧翻现场视频曝光被压小车疑似直行道右转	双流渣土车侧翻现场视频曝光被压小车疑似直行道右转	positive
世界杯关于日本队感悟:他们的校园在战斗,中国孩子在作秀	世界杯关于日本队感悟:他们的校园在战斗,中国孩子在作秀	positive
还在有手一个个的包饺子?现在都用新式工具,一分钟随便60个	还在用手一个个的包饺子?现在都用新式工具,一分钟随便60个	negative
丈夫去世妻子失踪大哥照顾侄子十多年如今回来就想要会孩子	丈夫去世妻子失踪大哥照顾侄子十多年如今回来就想要回孩子	negative
一名刚入行的滴滴司机:我真想冲有些乘客大吼,装什么模样	一名刚入行的滴滴司机:我真想冲有些乘客大吼,装什么模样	positive
国际油价大涨难阻国内成品油降价	国际油价大涨难阻国内成品油降价	positive
火影:鸣人击败佩恩回来之后,触动最大的人确实他	火影:鸣人击败佩恩回来之后,触动最大的人却是他	negative
华为将推4k电视板上钉钉京东方代工荣耀先推	华为将推4k电视板上钉钉京东方代工荣耀先推	positive
跑妇产的费用大概要多少?	剖腹产的费用大概要多少?	negative
农村干部很重要:他们应给是能人、强人,大家公认的人!	农村干部很重要:他们应该是能人、强人,大家公认的人!	negative
业主物业起纠纷开车堵门,还阻碍民警执行职务!被拘留	业主物业起纠纷开车堵门,还阻碍民警执行职务!被拘留	positive
两局仅得9分,李宗伟血洗对手晋级8强	两局仅得9分,李宗伟血洗对手晋级8强	positive
宁伟怒打小混混,撞见钟跃民张海洋,在度重逢	宁伟怒打小混混,撞见钟跃民张海洋,再度重逢	negative
无人机拍到不该看的一幕(完整版)	无人机拍到不该看的一幕(完整版)	positive
j联赛神户胜利船发言人:坚决否热伊涅斯塔转会加盟	j联赛神户胜利船发言人:坚决否定伊涅斯塔转会加盟	negative
《后来的我们》搬起了石头砸了自己的脚,一锅老鼠屎坏了一锅汤	《后来的我们》搬起了石头砸了自己的脚,一颗老鼠屎坏了一锅汤	negative
外媒评出6月份价格低于500美元既3200rmb元排名前5的中国智能手机	外媒评出6月份价格低于500美元即3200rmb元排名前5的中国智能手机	negative
秋妹今天在加做串串吃,隔壁阿姨吃辣太厉害,秋妹表示吃不赢	秋妹今天在家做串串吃,隔壁阿姨吃辣太厉害,秋妹表示吃不赢	negative
红通嫌犯13天辗转6国因玩电脑游戏暴露	红通嫌犯13天辗转6国因玩电脑游戏暴露	positive
接了婚婆婆催着要宝宝现在一下来三个看你怎么招架!@头条号	结了婚婆婆催着要宝宝现在一下来三个看你怎么招架!@头条号	negative
《轩辕剑》系列格局最大的一部作品,主角是外国人,横款亚欧大陆	《轩辕剑》系列格局最大的一部作品,主角是外国人,横跨亚欧大陆	negative
为什么崖山十万军民宁愿蹈海自杀也不跟敌军拼命?	为什么崖山十万军民宁愿跳海自杀也不跟敌军拼命?	negative
《我不是药神》为何还为上映,就好评不断	《我不是药神》为何还未上映,就好评不断	negative
复原的军官为了大姨子的工作去送礼,结果对方是当年自己的部下	复员的军官为了大姨子的工作去送礼,结果对方是当年自己的部下	negative
盘点9张明明很普通,看起来却很吓人的图片!	盘点9张明明很普通,看起来却很吓人的图片!	positive
哈弗h6可以退休了!全新h10比宝马还漂亮,国产suv再添劲敌	哈弗h6可以退休了!全新h10比宝马还漂亮,国产suv再添劲敌	positive
白俄罗斯总统卢卡申科会见魏凤和	白俄罗斯总统卢卡申科会见魏凤和	positive
谁是幕后黑手?刚刚,大批无人机袭击俄军基地,所有目标被摧毁	谁是幕后黑手?刚刚,大批无人机袭击俄军基地,所有目标被摧毁	positive
医院收停车费和适吗?	医院收停车费合适吗?	negative
为什么青岛人吃海鲜、喝啤酒却不得痛风?	为什么青岛人吃海鲜、喝啤酒却不得痛风?	positive
这花是这男人的。这几个学生从这里到商场里去卖。一份70元没人要飞要这年轻男士买。	这花是这男人的。这几个学生从这里到商场里去卖。一份70元没人要非要这年轻男士买。	negative
知否:明兰最忠心的丫头,为救明兰被大火烧伤,出嫁被墨兰还风光	知否:明兰最忠心的丫头,为救明兰被大火烧伤,出嫁比墨兰还风光	negative
热烈庆祝农行山东省分行各项存款突破1万亿元	热烈庆祝农行山东省分行各项存款突破1万亿元	positive
每天6.5次!cnn:特朗普上任后说了3000多次谎话	每天6.5次!cnn:特朗普上任后说了3000多次谎话	positive
为什么现在很多男的不愿取大龄剩女呢,是什么原因呢	为什么现在很多男的不愿娶大龄剩女呢,是什么原因呢	negative
27岁因《金粉世界》名声大噪,销声匿迹的几年里,陈坤在做什么?	27岁因《金粉世家》名声大噪,销声匿迹的几年里,陈坤在做什么?	negative
特朗普金正恩将在朝韩边境非军事区进行	特朗普金正恩将在朝韩边境非军事区进行	positive
天煞攻打熊猫村,被阿宝认出来后非常开心,居然想绕阿宝一命!	天煞攻打熊猫村,被阿宝认出来后非常开心,居然想饶阿宝一命!	negative
她遭国乒开出后拒绝出国!称:只为国乒效力!马琳自嘲晒表情包?	她遭国乒开除后拒绝出国!称:只为国乒效力!马琳自嘲晒表情包?	negative
十万元这款全新雪铁龙,配置很普通,难道是在作死的路上吗?	十万元这款全新雪铁龙,配置很普通,难道是在作死的路上吗?	positive
武汉大学美女博士的发言惊艳全场	武汉大学美女博士的发言惊艳全场	positive
靠着导航躲避摄像头?这种隐形交警专制违章,老司机无处可藏	靠着导航躲避摄像头?这种隐形交警专治违章,老司机无处可藏	negative
花费11万只为追忆经典痴迷买家心碎马自达rx8转子梦	花费11万只为追忆经典痴迷买家心碎马自达rx8转子梦	positive
这女孩骂起人来不用打草稿,满嘴喷刀子下坏主持人,涂磊:稀有!	这女孩骂起人来不用打草稿,满嘴喷刀子吓坏主持人,涂磊:稀有!	negative
实拍莫扎特出生地阿尔茨堡,满城都是莫扎特,和他最喜欢的咖啡厅	实拍莫扎特出生地阿尔茨堡,满城都是莫扎特,和他最喜欢的咖啡厅	positive
官方辟谣:“潍坊柴沟爆发猪温”信息不实,请勿谣传!	官方辟谣:“潍坊柴沟爆发猪瘟”信息不实,请勿谣传!	negative
农村媳妇的猪蹄是咋做的?能让老公吃完还添手指	农村媳妇的猪蹄是咋做的?能让老公吃完还舔手指	negative
司机错把刹车当油门连撞四车酿惨祸	司机错把刹车当油门连撞四车酿惨祸	positive
28界菏泽国际牡丹花会在4月份召开,现诚邀八方来客共赏国花风采!	28届菏泽国际牡丹花会在4月份召开,现诚邀八方来客共赏国花风采!	negative
哈里夫妇献花悼念新西兰枪击案遇难者梅根挺孕肚附身献花	哈里夫妇献花悼念新西兰枪击案遇难者梅根挺孕肚俯身献花	negative
是不是法系车只有雪铁龙的好?还是一样好?	是不是法系车只有雪铁龙的好?还是一样好?	positive
曾仕强:一个人面相就能看出跟多东西来,那么如何看人,很关键!	曾仕强:一个人面相就能看出更多东西来,那么如何看人,很关键!	negative
鬣狗破坏进食规矩这是它自己应该承受的带价	鬣狗破坏进食规矩这是它自己应该承受的代价	negative
怎么回事?27岁小伙暴减60斤后,竟精神分裂	怎么回事?27岁小伙暴减60斤后,竟精神分裂	positive
淘了一幅梅花	淘了一幅梅花	positive
重燃希望!一场3-0让无大联赛再升悬念,半个英超都要全力帮穆帅	重燃希望!一场3-0让五大联赛再生悬念,半个英超都要全力帮穆帅	negative
横店群众演员一个月能挣多少片酬?工资单靠诉你真相	横店群众演员一个月能挣多少片酬?工资单告诉你真相	negative
7500元!oppofindx发布:无暇一体机身+全隐藏3d摄像头	7500元!oppofindx发布:无瑕一体机身+全隐藏3d摄像头	negative
叙利亚的孩子世界欠他们一个童年	叙利亚的孩子世界欠他们一个童年	positive
突然叙利亚gps信号被切断!俄罗斯也无耐终于明白北斗的重要性	突然叙利亚gps信号被切断!俄罗斯也无奈终于明白北斗的重要性	negative
各种被打脸的经历,鄙视未婚先孕,结果自已就是	各种被打脸的经历,鄙视未婚先孕,结果自己就是	negative
中国人喜欢去日本旅游,是明星效应还是国内旅游太黑	中国人喜欢去日本旅游,是明星效应还是国内旅游太黑	positive
当今中国海上防御由消极防御转向积极防御	当今中国海上防御由消极防御转向积极防御	positive
从校服到婚纱研究生学霸情侣说:最浪漫的事是一起科研	从校服到婚纱研究生学霸情侣说:最浪漫的事是一起科研	positive
希丁克:韩国队的战术无法理解,英超顶级前锋被用成了后卫	希丁克:韩国队的战术无法理解,英超顶级前锋被用成了后卫	positive
小学一二年级,写好汉子是关键	小学一二年级,写好汉字是关键	negative
西安蜡汁肉夹膜制作配方	西安腊汁肉夹馍制作配方	negative
不相信?北京人儿化音加吞音一起说时,外地人真不知道他说啥	不相信?北京人儿化音加吞音一起说时,外地人真不知道他说啥	positive
站在2018回望十年前那场惊心动魄的楼市下跌!忘记历史就等于背判	站在2018回望十年前那场惊心动魄的楼市下跌!忘记历史就等于背叛	negative
是全款买车好,还是货款买车好?	是全款买车好,还是贷款买车好?	negative
安阳传说“能走南北二京不走神庙豆公”	安阳传说“能走南北二京不走神庙豆公”	positive
再穷也别借高利贷,坑	再穷也别借高利贷,坑	positive
女嘉宾在美国以为自己是数学神通,回到中国后才知道,自己是学渣	女嘉宾在美国以为自己是数学神童,回到中国后才知道,自己是学渣	negative
老子智慧:人过40,拼的不是能力、金钱,做好字2个字,时来运转	老子智慧:人过40,拼的不是能力、金钱,做好这2个字,时来运转	negative
俄罗斯一直是欧洲强国,为何近代在海外没有占领任何的殖民地?	俄罗斯一直是欧洲强国,为何近代在海外没有占领任何的殖民地?	positive
两艘轮船在南海沉没,50名中国人失踪,海军海警紧急营救	两艘轮船在南海沉没,50名中国人失踪,海军海警紧急营救	positive
穿越火线,飞虎赶来就玫瑰,一击中国铁拳看的我是热血澎湃!	穿越火线,飞虎赶来救玫瑰,一击中国铁拳看的我是热血澎湃!	negative
直男癌晚期一开口就被灭灯,讲出来的话连主持人都听不下去!	直男癌晚期一开口就被灭灯,讲出来的话连主持人都听不下去!	positive
肖占武请战打敌机,一号首长很给力:打,出了问题我上中央检讨!	肖占武请战打敌机,一号首长很给力:打,出了问题我上中央检讨!	positive
大师对钱不敢兴趣!	大师对钱不感兴趣!	negative
欧洲最“不忠诚”的国家,“出轨率”世界第二近50%当地居民太开放	欧洲最“不忠诚”的国家,“出轨率”世界第二近50%当地居民太开放	positive
同样是拍花,这个女摄影师却把花拍成了画!	同样是拍花,这个女摄影师却把花拍成了画!	positive
再坚持两天,西安上空的这轮阴雨天气就要走了	再坚持两天,西安上空的这轮阴雨天气就要走了	positive
chloegoodman最新海边赏析:大长腿太吸睛!	chloegoodman最新海边赏析:大长腿太吸睛!	positive
漫威超级英雄之剑的较量	漫威超级英雄之间的较量	negative
一个车牌号引起的风波,山外有山,认外有人	一个车牌号引起的风波,山外有山,人外有人	negative
票房7.54亿的《无问西东》,被剪掉的10大精彩镜头,观众直呼过瘾	票房7.54亿的《无问西东》,被剪掉的10大精彩镜头,观众直呼过瘾	positive
寻沾高速加快建设昆明至曲靖将实现”双高速“	寻沾高速加快建设昆明至曲靖将实现”双高速“	positive
天行九歌终极大决战黑白玄翦被击退,血衣侯被杀死	天行九歌终极大决战黑白玄翦被击退,血衣侯被杀死	positive
男子婚内爱上她人消费4万元用照片威胁女子开房女子哭诉很后悔	男子婚内爱上她人消费4万元用照片威胁女子开房女子哭诉很后悔	positive
京东挺近深水区	京东挺进深水区	negative
国家教育部整改校外补习班乱象,严查超纲教学无证办学!	国家教育部整改校外补习班乱象,严查超纲教学无证办学!	positive
特斯拉ceo很郁闷,涨价了怎么每人来补差价	特斯拉ceo很郁闷,涨价了怎么没人来补差价	negative
猪价持续低迷,养殖户叫苦不跌,但养猪业的惨远比不上这个行业!	猪价持续低迷,养殖户叫苦不迭,但养猪业的惨远比不上这个行业!	negative
十八岁少年独自一人创天涯,从广州来到世界屋脊拉萨!你敢吗?	十八岁少年独自一人闯天涯,从广州来到世界屋脊拉萨!你敢吗?	negative
王贵到菜市场买排骨,一毛五一斤还嫌贵,怕菜贩子缺斤少两	王贵到菜市场买排骨,一毛五一斤还嫌贵,怕菜贩子缺斤少两	positive
这四支球队都进世界杯了,泱泱大国真是令国足真是汗颜	这四支球队都进世界杯了,泱泱大国真是令国足真是汗颜	positive
最难背、最常考的5首古诗词,看看你家孩子会几个?	最难背、最常考的5首古诗词,看看你家孩子会几个?	positive
张曼玉:妈妈很严厉小时候警察挨打,打我有用	张曼玉:妈妈很严厉小时候经常挨打,打我有用	negative
熊孩子闯了大货,为买手机自导自演被绑架要妈妈拿5万“赎金”	熊孩子闯了大祸,为买手机自导自演被绑架要妈妈拿5万“赎金”	negative
释延觉和徐晓冬约架泡汤,于是网上互撕,直接暴漏出真正伪君子!	释延觉和徐晓冬约架泡汤,于是网上互撕,直接暴露出真正伪君子!	negative
如果把国足阵容里的吴磊换成梅西,亚洲杯能夺冠吗?	如果把国足阵容里的武磊换成梅西,亚洲杯能夺冠吗?	negative
电视台记录片曝光国际大牌成本不到售价1%	电视台纪录片曝光国际大牌成本不到售价1%	negative
都说真功夫吴京都不大过星爷,看了这个视频我算是见识了!	都说真功夫吴京都不打过星爷,看了这个视频我算是见识了!	negative
中国摩托车这么便宜,为什么越南人打死也不肯买?看完我愤怒了	中国摩托车这么便宜,为什么越南人打死也不肯买?看完我愤怒了	positive
妖神记:凝儿被绑架,还好紫芸及时出现,拯救叶紫芸	妖神记:凝儿被绑架,还好紫芸及时出现,拯救了紫芸	negative
王境泽到底有多火?吃饭真像这个梗,连日本人都在用	王境泽到底有多火?吃饭真香这个梗,连日本人都在用	negative
巴沙尔:对叙动武是侵略叙重建工作禁止西方参与油气资源开发	巴沙尔:对叙动武是侵略叙重建工作禁止西方参与油气资源开发	positive
木子加一笔,能写出5个字送一摞鸡蛋,没想美女却写出7个,太逗了	木子加一笔,能写出5个字送一摞鸡蛋,没想美女却写出7个,太逗了	positive
咆哮版歼15战机将成双航母撒手锏?同型机曾“击落”隐身战机	咆哮版歼15战机将成双航母杀手锏?同型机曾“击落”隐身战机	negative
男子买东西耍无赖,给50块非得说自己给的是100块,老板怒了	男子买东西耍无赖,给50块非得说自己给的是100块,老板怒了	positive
摄像机记录半夜猫咪都干什么了!最后3秒主人下出一身冷汗	摄像机记录半夜猫咪都干什么了!最后3秒主人吓出一身冷汗	negative
官员们这在争吵,但在广播里听到周总理去世后,都热不住哭了起来	官员们正在争吵,但在广播里听到周总理去世后,都忍不住哭了起来	negative
「在不疯狂」如果你在移动扶梯上被别人摸手,你会有什么反应?	「再不疯狂」如果你在移动扶梯上被别人摸手,你会有什么反应?	negative
女子做出不雅行为是否有什么隐情?原来是女贼!	女子做出不雅行为是否有什么隐情?原来是女贼!	positive
中国足球若为了世界杯选择规划球员,有哪些人才可用?	中国足球若为了世界杯选择归化球员,有哪些人才可用?	negative
张其翼:学画画没有捷径可走,就是一个“练”子	张其翼:学画画没有捷径可走,就是一个“练”字	negative
新加坡一男子不满隔壁桌食客抽烟,纹身光头男用锯子抗对方头部!	新加坡一男子不满隔壁桌食客抽烟,纹身光头男用锯子砍对方头部!	negative
湖北方言喜剧:上陈父子兵,打虎亲兄弟,真是太搞笑了!	湖北方言喜剧:上阵父子兵,打虎亲兄弟,真是太搞笑了!	negative
恶毒女人的真面目被揭穿,竟想把爷爷推下楼,还好爷爷防了一手!	恶毒女人的真面目被揭穿,竟想把爷爷推下楼,还好爷爷防了一手!	positive
标志菲亚特探索建立合作关系共同投资欧洲汽车生产	标致菲亚特探索建立合作关系共同投资欧洲汽车生产	negative
大型两栖攻击键未来出现在我国海军舰队中	大型两栖攻击舰未来出现在我国海军舰队中	negative
农村儿媳不想动,喝个茶都得公婆伺候,水倒满儿媳还说着说那	农村儿媳不想动,喝个茶都得公婆伺候,水倒满儿媳还说这说那	negative
李斌采访现场,特斯拉用户现场吐槽特斯拉,有很多糟心地方!	李斌采访现场,特斯拉用户现场吐槽特斯拉,有很多糟心地方!	positive
狙击手射击巴勒斯坦人视频曝光,已军公布初步调查结果	狙击手射击巴勒斯坦人视频曝光,以军公布初步调查结果	negative
日本接到为啥那么干净,中国游客日本旅游,发现其实是逼出来的	日本街道为啥那么干净,中国游客日本旅游,发现其实是逼出来的	negative
《我的世界》竟说mc画质太假,看完这个视频后准备把头磕破吧!	《我的世界》竟说mc画质太假,看完这个视频后准备把头磕破吧!	positive
